"ID","LOSSAPPROVALID","LOSSAPPROVALCOMCODE","VEHSERINAME","IS4S","REPAIRTYPE","COMPNAME","REGISTNO","SUMVERILOSS","DC","VERIFYFINALDATE"
"1737396","C2019120100720014164","12010072","广州本田思迪/锋范","1","3","后挡风玻璃拆装","RDDG320190000014216535","200.00","","2019/7/24 10:42:06"
"1737397","C2019320100000002687","32010000","奥迪A5","0","1","前保险杠(全喷)","RDFA320190000014606920","500.00","","2019/7/28 16:42:46"
"1737398","C2019530127200001260","53012720","长安CS55","0","2","引擎盖整形修复(中)","RDDB320190000014449003","117.00","","2019/7/5 17:13:11"
"1737399","C2019520103050006415","52010305","森林人","0","3","前保险杠拆装(含附件)","RDFA320190000014439593","150.00","","2019/7/9 16:30:21"
"1737400","C2019370115040001991","37011504","比亚迪F3","0","1","左前门(全喷)","RDFA320190000014624422","235.00","","2019/7/29 22:14:30"
"1737401","C2019620103300000340","62010330","上海大众桑塔纳","0","1","右前门(全喷)","RDFA320190000014553764","300.00","","2019/7/19 19:01:52"
"1737402","C2019320110050001242","32011005","一汽大众CC","1","3","左前大灯拆装","RDFA320190000014557414","54.00","","2019/7/23 9:17:13"
"1737600","C2019530100380022759","53010038","吉利博瑞GC9","1","3","引擎盖拆装","RDDG320190000014108289","50.00","","2019/7/17 11:32:31"
"1737601","C2019440114150009277","44011415","广汽丰田凯美瑞","1","2","右前叶子板整形修复(小)","RDDC320190000014503766","133.00","","2019/7/12 14:58:34"
"1737602","C2019330117140014072","33011714","一汽大众速腾","0","3","后保险杠皮拆装","RDDG320190000014462483","100.00","","2019/7/13 16:49:26"
"1737603","C2019610100420001027","61010042","众泰SR7","0","1","左前门(全喷)","RDDG320190000014555726","248.00","","2019/7/19 16:38:58"
"1737604","C2019520101290001452","52010129","哈弗M6","1","2","后保险杠修复(大)","RDFA320190000014463654","150.00","","2019/7/7 12:59:14"
"1737605","C2019130116340002087","13011634","一汽大众宝来","1","2","左后叶子板整形修复(小)","RDFA320190000014457923","50.00","","2019/7/8 17:05:27"
"1737606","C2019350100430007229","35014021","广汽传祺GS4","0","1","左后叶子板(全喷)","RDDG320190000014466660","230.00","","2019/7/10 10:38:43"
"1737607","C2019510107260000704","51010726","上海大众波罗","1","41","右前大灯修复","RDFA320190000014440502","131.00","","2019/7/5 16:29:55"
"1737608","C2019620109140001051","62010932","纳智捷大7 SUV","0","1","右后门(全喷)","RDDG320190000014543100","400.00","","2019/7/19 19:06:57"
"1737609","C2019220121040004142","22012104","东风本田思威","1","3","后保险杠拆装(含附件)","RDDC320190000014452063","150.00","","2019/7/9 16:32:48"
"1737610","C2019360125270000229","36012531","北京现代朗动","0","2","右侧底大边整形修复(中)","RDFA320190000014530590","150.00","","2019/7/22 17:44:34"
"1737611","C2019530100380022902","53010038","魏派VV5S","0","5","后保险杠 尾门做漆","RDDG320190000014532225","399.00","","2019/7/16 15:27:54"
"1737612","C2019510116040001564","51011604","森雅","0","3","水箱拆装","RDFA320190000014518237","70.00","","2019/7/15 16:51:44"
"1737613","C2019360103050002385","36010305","一汽大众捷达","1","3","电子风扇拆装","RDFA320190000014587116","30.00","","2019/7/29 9:38:57"
"1737614","C2019330154840007852","33015484","上海大众凌渡","1","3","前保险杠拆装(含附件)","RDDC320190000014605076","100.00","","2019/7/27 11:25:19"
"1737615","C2019150101500001114","15010150","上海大众帕萨特","1","2","左后叶子板整形修复(中)","RDFA320190000014605719","200.00","","2019/7/29 10:07:42"
"1737616","C2019450104150000222","45010415","宝骏730","0","1","后保险杠(半喷)","RDDG320190000014516086","200.00","","2019/7/15 11:08:27"
"1737617","C2019330113100015904","33011310","五菱之光/五菱扬光","1","3","冷凝器拆装","RDDG320190000014483108","150.00","","2019/7/16 14:07:16"
"1737618","C2019120100720017264","12010072","长安铃木天语","0","1","前保险杠(全喷)","RDFA320190000014589125","300.00","","2019/7/24 12:24:44"
"1737619","C2019340109140002073","34010914","广州本田雅阁","1","3","后保险杠拆装(含附件)","RDFA320190000014616388","120.00","","2019/7/27 23:15:11"
"1737620","C2019330154840007314","33015484","北京现代领动","1","3","前保险杠拆装(含附件)","RDDC320190000014507161","150.00","","2019/7/19 9:51:21"
"1737621","C2019450104060001386","45010406","宝骏730","0","1","前保险杠(全喷)","RDDG320190000014527706","245.00","","2019/7/18 18:21:13"
"1737622","C2019500101170015286","50010117","长安CS35","0","1","后保险杠(全喷)","RDFA320190000014575599","300.00","","2019/7/23 14:07:09"
"1737623","C2019370200510015957","37020051","上海通用别克君越","0","1","右后门(全喷)","RDDG320190000014576398","450.00","","2019/7/23 10:18:56"
"1737624","C2019620106080000182","62010608","长城风骏","0","1","前保险杠(全喷)","RDFA320190000014432928","300.00","","2019/7/3 16:22:41"
"1737625","C2019640106150003920","64010615","一汽丰田威驰","1","2","后围整形修复(大)","RDFA320190000014588471","100.00","","2019/7/24 14:32:25"
"1737626","C2019630106000000209","63010600","比亚迪L3","0","1","前保险杠(全喷)","RDDG320190000014432284","220.00","","2019/7/3 9:51:04"
"1737627","C2019530113050002442","53011305","上海通用雪佛兰科鲁兹","0","3","右前大灯拆装","RDDC320190000014432773","36.00","","2019/7/3 16:56:26"
"1737628","C2019630115040004702","63011504","安凯公路客车","0","1","左前车门全喷","RDDC320190000014595499","270.00","","2019/7/25 10:33:03"
"1737629","C2019450108340000558","45010834","宝骏6","0","1","后保险杠(全喷)","RDDG320190000014525554","280.00","","2019/7/23 15:34:20"
"1737630","C2019460101490000077","46010149","上海通用雪佛兰科帕奇","0","2","车底板整形修复(大)","RDDC320190000014172238","3000.00","","2019/7/18 8:45:02"
"1737631","C2019330200630016211","33020063","北京现代名图","0","2","右后叶子板整形修复(小)","RDFA320190000014615640","80.00","","2019/7/28 15:23:17"
"1737632","C2019510117050001713","51011705","华晨宝马X1","1","3","后保险杠拆装(含附件)","RDFA320190000014563586","300.00","","2019/7/22 13:49:56"
"1737633","C2019500101170014344","50010117","广汽传祺GA4","1","1","左前门(全喷)","RDFA320190000014464700","380.00","","2019/7/8 14:42:19"
"1737634","C2019530127160003295","53012716","一汽丰田花冠/卡罗拉","1","3","左前大灯拆装","RDDG320190000014509264","40.00","","2019/7/13 11:14:37"
"1737635","C2019530123050003159","53012305","东风风神S30","0","3","左前大灯拆装","RDDC320190000014426062","28.80","","2019/7/3 15:07:21"
"1737636","C2019530115500000658","53011550","长安金牛星","0","1","前保险杠(全喷)","RDFA320190000014643192","288.00","","2019/7/31 16:33:34"
"1737637","C2019620114280000779","62010000","上海通用雪佛兰科鲁兹","0","1","前保险杠(全喷)","RDFA320190000014537273","300.00","","2019/7/19 14:46:27"
"1737638","C2019370200510014825","37020051","东风本田思域","0","1","行李箱盖(全喷)","RDDG320190000014454940","400.00","","2019/7/6 9:21:04"
"1737639","C2019640106020000767","64010615","北京现代ix35","1","2","右前车门整形修复(中)","RDEA320190000014523561","50.00","","2019/7/19 11:47:10"
"1737640","C2019530100370001689","53010037","一汽大众捷达","0","1","右后门(全喷)","RDDG320190000014487049","270.00","","2019/7/10 15:20:22"
"1737641","C2019530100370001648","53010037","北京奔驰E级","1","1","左前门(全喷)","RDDG320190000014465070","1000.00","","2019/7/9 9:34:51"
"1737642","C2019530127160003353","53012716","东风悦达起亚RIO锐欧","1","2","左侧底大边整形修复(小)","RDDG320190000014533619","81.00","","2019/7/17 11:19:45"
"1748036","C2019430100000000483","43010031","捷豹XJ级","0","1","后保险杠(全喷)","RDFA320190000014427556","600.00","","2019/7/15 11:01:08"
"1748037","C2019330137080002377","33013708","荣威350","0","31","四轮定位(含调整)","RDDC320190000014480698","200.00","","2019/7/16 11:22:16"
"1748038","C2019320115040001889","32011504","中华V3","0","2","水箱框架整形修复(中)","RDDC320190000014601913","150.00","","2019/7/25 17:55:29"
"1748039","C2019150111040002025","15011104","东风悦达起亚K5","1","3","右前下摆臂拆装","RDFA320190000014491374","100.00","","2019/7/22 16:26:56"
"1748040","C2019530124050001321","53012405","途欢Tiguan","0","3","后保险杠皮拆装","RDDG320190000014464610","129.00","","2019/7/8 9:32:53"
"1748041","C2019520107040001355","52010704","吉利远景SUV","0","3","左前叶子板拆装","RDFC320190000014408351","10.00","","2019/7/9 16:27:44"
"1748042","C2019150103050008125","15010305","广汽传祺GS4","1","3","中网拆装","RDFA320190000014536110","80.00","","2019/7/17 18:03:00"
"1748043","C2019220118280002578","22011828","奔腾X80","1","3","前保险杠拆装(含附件)","RDDG320190000014399131","200.00","","2019/7/1 15:51:10"
"1748044","C2019620114330000502","62010082","一汽丰田威驰","1","1","左前叶子板(全喷)","RDFA320190000014314708","580.00","","2019/7/5 11:49:37"
"1748045","C2019310101110022847","31010111","德龙新M3000","0","5","前保整形喷漆","RDDC320190000014531241","300.00","","2019/7/31 14:45:28"
"1748046","C2019620100820010264","62011700","迈锐宝","1","2","后杠骨架修复漆","RDFA320190000014468705","100.00","","2019/7/8 11:42:38"
"1748047","C2019440114150009928","44011415","一汽大众捷达","0","3","后保险杠拆装(含附件)","RDDC320190000014568080","120.00","","2019/7/24 16:45:00"
"1748048","C2019610102040002860","61010204","英伦SC7/海景","0","3","前保险杠缓冲器拆装","RDDG320190000014391160","20.00","","2019/7/1 10:22:49"
"1748049","C2019430100310010827","43010031","一汽奥迪A4","1","3","右前安全带拆装","RDFA320190000014120048","50.00","","2019/7/12 9:27:42"
"1748050","C2019510114040000800","51011404","比亚迪F3","0","2","引擎盖整形修复(中)","RDFA320190000014370460","100.00","","2019/7/1 17:51:35"
"1748051","C2019620113050001242","62011305","长安微卡","1","3","左前大灯拆装","RDFA320190000014557736","30.00","","2019/7/25 11:53:10"
"1748052","C2019340107120002187","34010000","一汽大众CC","0","3","中网拆装","RDDG320190000014490863","60.00","","2019/7/18 14:44:44"
"1748053","C2019330113100016563","33011310","上海大众桑塔纳","1","3","前挡风玻璃拆装","RDDG320190000014513513","200.00","","2019/7/22 15:01:14"
"1748054","C2019150103050008307","15010305","自由舰","1","3","前保险杠拆装(含附件)","RDFA320190000014543776","50.00","","2019/7/23 11:32:02"
"1748055","C2019440117050008890","44011705","欧曼ETX","0","5","事故修复","RDFA320190000014577679","100.00","","2019/7/27 10:33:39"
"1748056","C2019530100380020050","53010038","一汽大众捷达","0","1","右前门(全喷)","RDDG320190000014282747","360.00","","2019/7/1 8:58:38"
"1748057","C2019320100000002204","32010000","哈弗H6","0","1","引擎盖(全喷)","RDDG320190000014406638","364.50","","2019/7/1 15:40:06"
"1747021","C2019440117050008538","44011705","北京现代伊兰特","1","1","前保险杠(全喷)","RDDC320190000014517786","405.00","","2019/7/19 14:07:11"
"1747022","C2019110110530011382","11011053","上海通用别克GL8","0","2","后保险杠修复(大)","RDDC320190000014439501","200.00","","2019/7/14 16:58:24"
"1747023","C2019150103050007965","15010305","东风悦达起亚狮跑","0","1","左后叶子板(全喷)","RDFA320190000014510037","237.50","","2019/7/13 12:46:29"
"1747024","C2019330111000004703","33011100","五菱荣光微卡","0","5","机盖油漆钣金","RDDG320190000014463959","300.00","","2019/7/8 9:51:26"
"1747025","C2019430112040001078","43011204","长安马自达CX-5","1","3","右前大灯拆装","RDFA320190000014522943","20.00","","2019/7/17 17:14:23"
"1747026","C2019310100050002630","31010111","福田风景G9","0","1","行李箱盖(全喷)","RDDC320190000014399949","400.00","","2019/7/3 16:49:22"
"1747027","C2019370117050012442","37020051","北京现代瑞纳","0","1","前保险杠(全喷)","RDDG320190000014534370","275.00","","2019/7/18 16:30:17"
"1747028","C2019210200340006528","21020034","东风悦达起亚K3","0","3","中网拆装","RDDG320190000014335872","0.00","","2019/7/8 14:04:28"
"1747029","C2019620114120000109","62011412","奔腾B70","1","3","右前大灯拆装","RDFA320190000014581295","20.00","","2019/7/27 18:36:49"
"1747030","C2019620113050001221","62011305","长安CS75","1","3","前保险杠拆装(含附件)","RDFA320190000014564998","135.00","","2019/7/29 10:41:54"
"1747031","C2019500109000000359","50010900","郑州日产东风锐骐","0","1","前保险杠(全喷)","RDFA320190000014514495","300.00","","2019/7/15 11:26:59"
"1747032","C2019440392750012604","44039275","东风风神AX7","0","1","引擎盖(全喷)","RDDG320190000014395211","380.00","","2019/7/2 19:48:16"
"1747033","C2019350127240000319","35012724","庆铃T系列皮卡","0","3","左前雾灯拆装","RDDG320190000014447444","30.00","","2019/7/5 16:54:30"
"1747034","C2019440390020001601","44039002","奔驰A级","1","5","左后叶子板修复","RDDC320190000014403537","3000.00","","2019/7/4 17:38:27"
"1747035","C2019530114060003044","53011406","上海通用别克君越","1","1","左前门(全喷)","RDDG320190000014555635","500.00","","2019/7/19 18:10:53"
"1747036","C2019220100510019118","22010051","长安铃木天语","0","31","四轮定位(不含调整)","RDDC320190000014607562","62.00","","2019/7/26 12:53:05"
"1747037","C2019330122200000478","33012200","一汽丰田皇冠","1","1","左前叶子板(全喷)","RDDG320190000014118871","600.00","","2019/7/26 11:24:28"
"1747038","C2019630105000000455","63010500","上海大众桑塔纳","0","3","后保险杠拆装(含附件)","RDDG320190000014480693","100.00","","2019/7/9 17:30:19"
"1747039","C2019370102050009870","37010205","一汽大众宝来","1","2","行李箱盖整形修复(小)","RDDC320190000014448546","95.00","","2019/7/9 17:44:15"
"1747040","C2019340100600010564","34010060","江淮瑞风S3","1","2","前保险杠修复(小)","RDFA320190000014525647","85.50","","2019/7/16 16:26:35"
"1747041","C2019410111050002006","41011105","北汽幻速S3","0","3","左前大灯拆装","RDFA320190000014580019","35.00","","2019/7/23 17:41:52"
"1747042","C2019620107310002035","62010731","奔驰S级","1","3","右后尾灯拆装","RDFA320190000014397502","60.00","","2019/7/5 13:44:50"
"1747043","C2019530113560001460","53011356","广州本田雅阁","0","1","引擎盖(全喷)","RDFA320190000014609164","584.25","","2019/7/30 17:48:37"
"1747044","C2019130105880000154","13010577","上海通用雪佛兰景程","0","1","左前叶子板(全喷)","RDFA320190000014459693","300.00","","2019/7/6 18:27:40"
"1747045","C2019530100380022851","53010038","上海通用雪佛兰科鲁兹","0","1","左倒车镜喷漆","RDDG320190000014526892","30.00","","2019/7/16 9:38:52"
"1747046","C2019430104400000435","43010440","帝豪EC","0","2","右后叶子板整形修复(大)","RDFA320190000014476140","500.00","","2019/7/9 17:44:39"
"1747047","C2019500101170013740","50010117","北京奔驰C级","0","1","前保险杠(全喷)","RDFA320190000014399954","427.50","","2019/7/3 13:55:15"
"1747048","C2019530100380022817","53010038","五菱宏光","1","1","行李箱盖(全喷)","RDDG320190000014516342","315.00","","2019/7/16 11:27:08"
"1747049","C2019310101110020650","31010111","一汽马自达6","1","3","引擎盖拆装","RDDG320190000014388955","100.00","","2019/7/14 11:12:17"
"1747050","C2019370107180000764","37010704","斯威G01","1","3","左前大灯拆装","RDDG320190000014434922","20.00","","2019/7/10 9:53:07"
"1747051","C2019220100000011242","22010000","东风本田思威","1","1","后保险杠(全喷)","RDDC320190000014381156","570.00","","2019/7/4 10:11:44"
"1747052","C2019330200630015347","33020063","东风景逸","1","2","后保险杠修复(大)","RDFA320190000014536079","100.00","","2019/7/17 15:12:54"
"1747053","C2019350121090000942","35012109","长安福特翼搏","1","1","右前钢圈喷漆","RDEA320190000014618729","300.00","","2019/7/29 16:55:10"
"1747054","C2019340101180001118","34010060","上海大众斯柯达昕锐/昕动","0","1","左后门(全喷)","RDFA320190000014568199","270.00","","2019/7/24 11:15:59"
"1747055","C2019530131070003678","53010038","金杯海狮X30L","0","1","右后门(全喷)","RDDG320190000014510334","230.00","","2019/7/29 10:57:08"
"1747056","C2019330118040003532","33012500","上海大众朗逸","0","3","后保险杠拆装(含附件)","RDDC320190000014599297","100.00","","2019/7/25 15:09:36"
"1747057","C2019330137080002257","33013708","长安欧诺","0","1","右前叶子板(全喷)","RDDC320190000014431073","237.50","","2019/7/3 17:37:28"
"1747058","C2019420100280006300","42010028","东风日产天籁","0","1","引擎盖(全喷)","RDFA320190000014610226","450.00","","2019/7/28 13:02:28"
"1747059","C2019620114330000577","62010082","广汽传祺GS8","1","31","四轮定位(不含调整)","RDFA320190000014482361","360.00","","2019/7/22 10:47:42"
"1747060","C2019440100710007734","44010071","北汽幻速S3","1","1","前保险杠(全喷)","RDFA320190000014592964","550.00","","2019/7/29 14:21:07"
"1747061","C2019430100310013385","43010031","广州本田凌派","1","3","右后车门壳拆装","RDFA320190000014413682","200.00","","2019/7/2 9:41:25"
"1747062","C2019370105050003307","37010505","奔腾B50","1","1","左侧底大边喷漆","RDDC320190000014510329","125.00","","2019/7/19 14:41:21"
"1748101","C2019520109040001773","52010904","广汽丰田C-HR","1","3","右前门装饰板拆装","RDFA320190000014408799","80.00","","2019/7/31 15:08:45"
"1748102","C2019640106010000525","62010830","金杯T32","1","3","前保险杠拆装","RDFA320190000014471990","50.00","","2019/7/10 13:38:07"
"1748103","C2019530129050001447","53012905","奔驰CLA级","0","1","右后门(全喷)","RDDG320190000014478731","630.00","","2019/7/9 11:46:36"
"1748104","C2019320111130004632","32011113","上海大众帕萨特","0","1","左前叶子板(全喷)","RDFA320190000014587498","350.00","","2019/7/26 16:27:59"
"1748105","C2019620101050001003","62010105","宝马X4","0","1","行李箱盖(全喷)","RDFA320190000014518816","430.00","","2019/7/19 16:18:03"
"1748106","C2019310101110022646","31010111","上海通用别克英朗","0","1","右前门(全喷)","RDFA320190000014612151","350.00","","2019/7/27 12:41:19"
"1748107","C2019310101110021020","31010111","华晨宝马5系","1","3","左前叶子板拆装","RDFA320190000014490939","300.00","","2019/7/15 17:01:18"
"1748108","C2019320109080006779","32010908","长安福特福克斯","0","1","右后门(全喷)","RDFA320190000014618880","300.00","","2019/7/28 12:28:08"
"1748109","C2019530111050006579","53011106","瑞纳","0","1","后叶子板（右）","RDDG320190000014458505","420.00","","2019/7/7 13:15:28"
"1748110","C2019140115240003034","14011524","朗动","1","3","散热器框架","RDFA320190000014451001","250.00","","2019/7/9 11:43:15"
"1748111","C2019340104070001047","34010407","五菱荣光","0","1","右前叶子板(全喷)","RDFA320190000014358978","150.00","","2019/7/26 11:33:15"
"1748112","C2019420100280006446","42010028","上海大众帕萨特","0","1","右后钢圈喷漆","RDFA320190000014643272","250.00","","2019/7/31 17:21:07"
"1748113","C2019110100050002807","11011053","五菱宏光","0","1","前保险杠(全喷)","RDFA320190000014451417","199.00","","2019/7/18 9:57:39"
"1748114","C2019530100380022560","53010038","一汽奥迪A6","1","3","左后车门壳拆装","RDDG320190000014412573","270.00","","2019/7/24 9:27:50"
"1748115","C2019530111050006730","53011105","瑞虎3","1","1","前门壳（右）","RDDG320190000014494392","400.00","","2019/7/11 15:55:49"
"1748116","C2019330137150000707","33013715","华晨宝马3系","0","3","后保险杠拆装(含附件)","RDDG320190000014448381","100.00","","2019/7/5 13:51:52"
"1748117","C2019340100600010112","34010060","江淮和悦","1","3","前保险杠内杠拆装","RDFA320190000014452166","50.00","","2019/7/8 18:15:48"
"1748118","C2019340118050002693","34011805","一汽丰田花冠/卡罗拉","1","3","前保险杠拆装(含附件)","RDFA320190000014438757","120.00","","2019/7/13 16:08:01"
"1748119","C2019220123300000248","22012330","传祺GA3S视界","0","1","前保险杠(全喷)","RDDG320190000014333776","300.00","","2019/7/1 16:00:21"
"1748120","C2019620113250000478","62011325","东风标致301","1","2","左前叶子板整形修复(小)","RDFA320190000014463790","60.00","","2019/7/16 16:24:51"
"1748121","C2019530100380021437","53010038","宝马3系","1","3","左前叶子板拆装","RDDG320190000014247714","120.00","","2019/7/5 10:34:46"
"1748122","C2019140118040003969","14011804","上海通用凯迪拉克XT5","1","5","右后叶子板轮眉拆装","RDEA320190000014548336","150.00","","2019/7/18 17:14:09"
"1748123","C2019330123000003073","33012300","丰田ALPHARD","1","2","后围整形修复(小)","RDDG320190000014611476","500.00","","2019/7/31 15:58:26"
"1747083","C2019320115160000411","32011504","广汽丰田凯美瑞","1","2","右后叶子板整形修复(小)","RDDG320190000014523806","150.00","","2019/7/16 19:27:21"
"1747084","C2019440114150008706","44011415","一汽奥迪Q5","0","3","前保险杠拆装(含附件)","RDDC320190000014396747","250.00","","2019/7/2 10:07:56"
"1747085","C2019320102210007983","32010221","东风日产蓝鸟","0","2","前保险杠修复(大)","RDDC320190000014595381","180.00","","2019/7/25 18:57:30"
"1747086","C2019350200030000403","35020023","上海通用别克昂科拉","1","3","右侧反光镜拆装","RDDG320190000014334582","108.00","","2019/7/3 14:52:36"
"1747087","C2019350200230004824","35020023","一汽丰田皇冠","1","5","损余件拆装","RDDG320190000014345359","1200.00","","2019/7/25 18:08:57"
"1747088","C2019610107500000407","61010750","长安福特蒙迪欧/致胜","0","1","右前叶子板(全喷)","RDDG320190000014575646","300.00","","2019/7/23 10:55:22"
"1747089","C2019370100000011105","37010335","长安福特蒙迪欧/致胜","1","3","后保险杠皮拆装","RDDC320190000014566119","100.00","","2019/7/22 17:29:22"
"1747090","C2019610100840018663","61010084","北京现代瑞纳","0","1","左前门(全喷)","RDDG320190000014464178","300.00","","2019/7/7 15:11:43"
"1747091","C2019330117140015356","33011714","北京奔驰GLK","0","1","后保险杠(全喷)","RDDG320190000014440622","700.00","","2019/7/23 12:05:00"
"1747092","C2019520101250005929","52010125","厦门金旅海狮","0","5","A柱修复","RDFA320190000014551375","300.00","","2019/7/22 16:00:15"
"1747093","C2019420100280005348","42010028","东风本田思域","1","3","前保险杠拆装(含附件)","RDFA320190000014332189","100.00","","2019/7/1 13:51:08"
"1747094","C2019370102050010048","37010205","上海通用雪佛兰爱唯欧","0","1","右前门(全喷)","RDDC320190000014508907","223.25","","2019/7/16 9:28:15"
"1747095","C2019530113470001105","53011347","一汽大众迈腾","0","1","左前叶子板(全喷)","RDDG320190000014567747","460.00","","2019/7/29 12:17:38"
"1747096","C2019370114270000814","37011429","北京现代新胜达","1","3","行李箱盖拆装","RDDG320190000014453682","120.00","","2019/7/11 18:03:41"
"1747097","C2019530100380022369","53010038","北汽幻速S3L","0","1","右前叶子板(全喷)","RDDG320190000014483936","180.00","","2019/7/11 15:18:20"
"1747098","C2019440153050000447","36010705","东风风行菱智","1","3","前保险杠拆装(含附件)","RDDG320190000013523849","72.00","","2019/7/1 18:18:07"
"1747099","C2019500101170014076","50010117","长安铃木启悦","0","1","后保险杠(全喷)","RDFA320190000014430527","200.00","","2019/7/4 9:09:24"
"1747100","C2019530113600000358","53011360","上海通用雪佛兰迈锐宝","0","1","右前钢圈喷漆","RDDG320190000014415097","99.00","","2019/7/1 15:29:45"
"1747101","C2019370117050012434","37011705","哈弗H6","1","2","左前叶子板整形修复(大)","RDDG320190000014519246","100.00","","2019/7/19 18:14:00"
"1747102","C2019610100840020216","61010084","东风本田思域","0","1","前保险杠(全喷)","RDDG320190000014423276","427.50","","2019/7/25 8:58:28"
"1747103","C2019330117140015753","33011714","一汽奥迪Q5","0","1","左前叶子板(全喷)","RDDG320190000014541093","380.00","","2019/7/26 15:47:52"
"1747104","C2019220100000013503","22010000","帝豪EC","0","2","左后叶子板整形修复(中)","RDDC320190000014609570","60.00","","2019/7/27 14:17:30"
"1747105","C2019510102040000561","51010204","帝豪EC","0","1","左后钢圈喷漆","RDFA320190000014516362","100.00","","2019/7/19 18:06:18"
"1747106","C2019510100640006689","51010064","东风雪铁龙世嘉","0","2","左后叶子板整形修复(小)","RDFA320190000014589070","143.00","","2019/7/24 17:44:15"
"1747107","C2019210101050002443","21010105","长安马自达CX-5","0","1","前保险杠(全喷)","RDDC320190000014467667","300.00","","2019/7/9 15:20:26"
"1747108","C2019440122050005730","44012205","江铃驭胜","0","1","右前叶子板轮眉喷漆","RDDG320190000014462860","60.00","","2019/7/16 14:06:39"
"1747109","C2019610100420000817","61010042","长安铃木雨燕","0","1","行李箱盖(全喷)","RDDG320190000014443218","300.00","","2019/7/5 11:28:39"
"1747110","C2019220100510018279","22010051","一汽大众迈腾","1","3","前保险杠拆装(含附件)","RDDG320190000014500749","240.00","","2019/7/14 17:39:18"
"1747111","C2019370118050003494","37011805","荣威350","1","1","左倒车镜喷漆","RDDC320190000014069431","30.00","","2019/7/11 10:54:42"
"1747112","C2019520112680000228","52011268","丰田86","1","1","前保险杠(全喷)","RDFA320190000014400637","380.80","","2019/7/1 15:49:50"
"1747113","C2019440157050001388","44015705","东风标致408","1","1","引擎盖(全喷)","RDDC320190000014396685","467.50","","2019/7/9 18:05:01"
"1747114","C2019530111050006901","53012600","宝骏730","1","3","尾灯（左）","RDDG320190000014532860","50.00","","2019/7/17 12:27:45"
"1747115","C2019410116050004395","41011605","一汽奥迪Q5","1","3","右前叶子板拆装","RDFA320190000014379281","270.00","","2019/7/19 9:34:24"
"1747116","C2019320102210007329","32010221","奇瑞艾瑞泽7","1","3","后保险杠内杠拆装","RDDG320190000014419963","54.00","","2019/7/7 16:42:47"
"1747117","C2019530129200000969","53012920","北京现代伊兰特","0","1","右后叶子板(全喷)","RDFA320190000014607647","388.00","","2019/7/26 16:07:07"
"1747118","C2019650104040000925","65010404","东风悦达起亚千里马","1","2","左前叶子板整形修复(大)","RDFA320190000014628206","100.00","","2019/7/30 14:11:41"
"1747119","C2019330117140013857","33011714","华晨宝马3系","0","1","左后门(全喷)","RDDG320190000014445386","630.00","","2019/7/4 18:10:05"
"1747120","C2019130110180000327","13011018","东风小康微客","0","2","右前轮旋整形修复(大)","RDFB320190000014187099","200.00","","2019/7/26 10:41:58"
"1747121","C2019530129050001506","53012905","长安CS75","1","3","前保险杠拆装(含附件)","RDDB320190000014553020","100.00","","2019/7/19 16:30:50"
"1747122","C2019150106040002722","15010604","启辰D50","1","1","左侧围A柱喷漆","RDFA320190000014453012","150.00","","2019/7/8 11:36:14"
"1747123","C2019450110180006772","45011018","东风日产轩逸","0","1","左后叶子板(全喷)","RDDG320190000014448780","315.00","","2019/7/8 17:46:59"
"1747124","C2019319900310007678","31990031","比亚迪F3","0","1","左前门(全喷)","RDFA320190000014472495","300.00","","2019/7/8 15:23:45"
"1747125","C2019530115500000615","53011550","江淮皮卡（四方）","0","2","左侧底大边整形修复(大)","RDDG320190000014474450","200.00","","2019/7/8 18:49:00"
"1747126","C2019500101000000382","50010100","庆铃轻型客车","0","1","水箱框架板喷漆","RDFA320190000014580733","80.00","","2019/7/23 13:59:50"
"1747127","C2019500100500000386","50010050","北京现代名图","0","3","左前叶子板拆装","RDFA320190000014399297","80.00","","2019/7/1 14:41:34"
"1748166","C2019510105210001604","51010521","上海大众凌渡","1","3","前挡风玻璃拆装","RDFA320190000014348652","350.00","","2019/7/12 10:38:40"
"1748167","C2019330118040003180","33011804","上海通用别克昂科威","1","3","后保险杠拆装(含附件)","RDDC320190000014425415","100.00","","2019/7/5 8:43:40"
"1748168","C2019350105090000346","35010509","东风悦达起亚千里马","0","1","前保险杠(全喷)","RDDG320190000014455629","100.00","","2019/7/8 10:43:04"
"1748169","C2019330154840007916","33015484","北京现代索纳塔","0","3","左后尾灯拆装","RDFA320190000014619579","40.00","","2019/7/29 8:07:55"
"1748170","C2019340110180002677","33013926","广汽传祺GA3","1","5","左后门框喷漆","RDFA320190000014595962","100.00","","2019/7/30 8:29:23"
"1748171","C2019440136050002066","44013605","东风日产轩逸","1","3","前保险杠拆装(含附件)","RDDC320190000014401811","240.00","","2019/7/4 11:30:12"
"1748172","C2019310101110021193","31010111","上海通用雪佛兰乐风","0","2","左前车门整形修复(大)","RDDC320190000014510405","100.00","","2019/7/13 14:50:38"
"1748173","C2019350126080001686","35012608","长安福特锐界","1","3","左后尾灯拆装","RDDG320190000014456636","50.00","","2019/7/7 20:18:37"
"1748174","C2019340105250001940","34010525","上海通用别克GL8","0","1","前保险杠(全喷)","RDDG320190000014528512","280.00","","2019/7/18 18:26:06"
"1748175","C2019420109030000291","42010903","东风雪铁龙爱丽舍","0","1","左后叶子板(全喷)","RDFA320190000014617487","150.00","","2019/7/28 16:24:54"
