"ID","LOSSAPPROVALID","LOSSAPPROVALCOMCODE","VEHSERINAME","IS4S","REPAIRTYPE","COMPNAME","REGISTNO","SUMVERILOSS","DC","VERIFYFINALDATE"
"1739073","C2019330117200002684","33011714","东风悦达起亚KX3","1","2","左前叶子板整形修复(小)","RDDG320190000014579550","100.00","","2019/7/25 8:26:07"
"1739074","C2019320110050001149","32011005","东风悦达起亚KX5","0","1","右侧围B柱喷漆","RDDC320190000014431280","100.00","","2019/7/12 16:36:11"
"1739075","C2019440122050005471","44012205","广州本田缤智","0","2","前保险杠修复(小)","RDDG320190000014298928","100.00","","2019/7/1 15:22:29"
"1739076","C2019120100720016386","12010072","北京现代瑞纳","0","1","引擎盖(全喷)","RDDC320190000014423673","364.50","","2019/7/15 17:05:59"
"1739077","C2019210101050002549","21010105","长城腾翼C30","0","2","右前车门整形修复(小)","RDFA320190000014565444","50.00","","2019/7/22 8:50:09"
"1739078","C2019130108320000043","13010832","宝骏6","1","2","左后车门整形修复(中)","RDFA320190000014628858","200.00","","2019/7/31 16:11:40"
"1739079","C2019610103600000378","61010360","五菱宏光","0","3","前保险杠拆装(含附件)","RDDC320190000014458296","100.00","","2019/7/10 10:53:18"
"1739080","C2019620102140000658","62010214","天津一汽骏派A50","0","3","左前雾灯拆装","RDFA320190000014496238","30.00","","2019/7/15 11:16:55"
"1739081","C2019510100620000022","51010062","东风日产颐达","1","1","右前叶子板(全喷)","RDFA320190000014584150","500.00","","2019/7/24 16:13:33"
"1739082","C2019620115160000568","62011516","五菱宏光","0","1","左前叶子板(全喷)","RDFA320190000014505292","285.00","","2019/7/15 17:54:52"
"1739083","C2019320111130004412","32011113","上海大众帕萨特","0","1","右后叶子板(全喷)","RDDC320190000014477914","340.00","","2019/7/21 10:10:28"
"1739084","C2019530122070005152","53012207","长安之星","1","1","引擎盖(全喷)","RDDG320190000014529367","320.00","","2019/7/18 12:10:00"
"1749485","C2019330117200002671","33011714","广州本田凌派","0","2","右前叶子板整形修复(小)","RDDC320190000014561740","100.00","","2019/7/24 15:19:08"
"1749486","C2019450110180007410","45011018","哈弗H2","0","3","前挡风玻璃拆装","RDDG320190000014578767","250.00","","2019/7/24 15:04:12"
"1749487","C2019330138090001717","33013809","上海大众桑塔纳","1","1","前保险杠(全喷)","RDDC320190000014419199","450.00","","2019/7/7 15:39:04"
"1749488","C2019150115100001206","15011104","东风悦达起亚K5","1","1","引擎盖(全喷)","RDEA320190000014485721","600.00","","2019/7/15 9:32:45"
"1749489","C2019350140270000241","35014027","东风风神E70","0","1","前保险杠(全喷)","RDDG320190000014403614","300.00","","2019/7/2 9:58:05"
"1749490","C2019620103210000866","62010321","名爵GS锐腾","1","3","机盖拉索拆装","RDFA320190000014332917","40.00","","2019/7/18 17:08:55"
"1749491","C2019410116150000234","41011615","上海通用雪佛兰景程","0","2","左后叶子板整形修复(小)","RDFA320190000014550037","72.00","","2019/7/19 11:08:06"
"1749492","C2019410101100000265","41010110","长城腾翼C30","0","1","左前叶子板(全喷)","RDFA320190000014629661","255.00","","2019/7/29 19:16:16"
"1749493","C2019500101170014455","50010117","长安欧诺","0","1","右后叶子板(全喷)","RDFA320190000014469597","250.00","","2019/7/10 11:10:34"
"1749494","C2019410122110000046","41012205","北京奔驰E级","1","2","车底板整形修复(小)","RDEA320190000014453349","720.00","","2019/7/8 16:37:17"
"1749495","C2019370109730000617","37010973","一汽大众高尔夫","0","2","引擎盖整形修复(小)","RDFA320190000014611112","50.00","","2019/7/27 15:08:27"
"1749496","C2019610108050001188","61010805","东风风神A60","0","1","后围板喷漆","RDDG320190000014492544","130.00","","2019/7/13 14:37:49"
"1749497","C2019370118720000983","37011872","长安福特福克斯","0","1","后保险杠(全喷)","RDDG320190000014522620","200.00","","2019/7/18 10:02:16"
"1749498","C2019370115040001855","37011504","比亚迪速锐","0","3","后保险杠内杠拆装","RDDG320190000014506601","35.00","","2019/7/13 12:45:36"
"1749499","C2019530113560001371","53011356","长安金牛星","0","1","右前轮旋喷漆","RDDG320190000014496772","50.00","","2019/7/29 11:57:23"
"1749500","C2019330138550000533","33013855","五菱宏光","0","1","右后钢圈喷漆","RDDG320190000014490702","150.00","","2019/7/11 11:03:30"
"1749501","C2019440122050006472","44012205","吉奥GX6","0","3","引擎盖拆装","RDFA320190000014609799","57.15","","2019/7/30 14:52:32"
"1749502","C2019530123100000573","53012310","","0","5","排气管","RDDC320190000013525447","210.00","","2019/7/10 17:43:43"
"1749503","C2019220100000010842","22010000","一汽大众速腾","1","1","左后门(全喷)","RDDG320190000014388407","500.00","","2019/7/2 9:13:39"
"1749504","C2019130100860007571","13010086","青岛解放J6","0","1","货箱喷漆(1-3㎡)","RDFA320190000014523964","350.00","","2019/7/16 13:08:52"
"1749505","C2019370106050005182","37010605","一汽奥迪A6","1","3","前保险杠拆装(含附件)","RDDC320190000014597152","135.00","","2019/7/26 18:16:22"
"1749506","C2019150101110003404","15010111","东风日产轩逸","1","1","右前叶子板(全喷)","RDFA320190000014594798","500.00","","2019/7/27 11:33:55"
"1749507","C2019130110440002173","13011044","一汽大众高尔夫","1","1","左倒车镜喷漆","RDFA320190000014591900","135.00","","2019/7/24 17:59:25"
"1749508","C2019450110180006716","45011018","长安福特福睿斯","1","1","右后门(全喷)","RDDG320190000014313140","400.00","","2019/7/8 8:26:14"
"1749509","C2019530122320000755","53012232","东风本田思域","0","1","左前钢圈喷漆","RDDG320190000014492030","55.00","","2019/7/12 18:07:51"
"1749510","C2019620114030002342","62011403","东风本田思域","1","3","左后车门壳拆装","RDFA320190000014565230","180.00","","2019/7/26 18:51:30"
"1749511","C2019450110180007134","45011018","上海大众朗逸","1","1","左前叶子板(全喷)","RDDG320190000014518205","380.00","","2019/7/17 9:39:42"
"1749512","C2019610103090004587","61010309","上海大众桑塔纳","1","3","安全气囊组件拆装","RDDG320190000014431783","400.00","","2019/7/18 11:07:49"
"1749513","C2019120100720015702","12010072","一汽马自达6","1","41","右前大灯修复","RDDC320190000014439723","150.00","","2019/7/4 12:28:49"
"1749514","C2019410103050004040","41010305","北京现代名图","1","2","左后叶子板整形修复(小)","RDFA320190000014388396","180.00","","2019/7/5 9:41:25"
"1749515","C2019430104400000416","43011840","东风本田思铂睿","0","1","左后门(全喷)","RDFA320190000014413488","252.00","","2019/7/1 15:31:40"
"1749516","C2019320102210007724","32010221","东风本田炫威","0","2","水箱框架整形修复(大)","RDDC320190000014527673","225.00","","2019/7/18 18:45:14"
"1749517","C2019530122260001123","53012226","长安欧诺","0","2","右前纵梁整形修复(大)","RDDG320190000014524330","300.00","","2019/7/17 11:23:40"
"1749518","C2019530130060002516","53013006","金杯T30","0","5","右后门柱喷漆","RDDG320190000014409879","60.00","","2019/7/6 12:57:54"
"1749519","C2019310101110022779","31010111","帝豪EC","0","2","左前叶子板整形修复(大)","RDFA320190000014621793","160.00","","2019/7/28 16:11:02"
"1749520","C2019330137080002391","33013708","长安福特福睿斯","0","1","右后门(全喷)","RDDC320190000014506717","270.00","","2019/7/13 10:00:30"
"1749521","C2019330139000002330","33013900","哈弗H6","0","5","右前叶子板加强筋整形修复","RDDG320190000014492296","200.00","","2019/7/18 16:47:07"
"1749522","C2019130106220000457","13010622","一汽奥迪Q3","1","3","右侧底大边拆装","RDFA320190000014506764","500.00","","2019/7/17 10:14:02"
"1749523","C2019330205000001419","33020063","帝豪EC","0","1","前保险杠(全喷)","RDFA320190000014419487","290.00","","2019/7/8 8:32:08"
"1749524","C2019440114150008963","44011415","东风日产劲客","1","2","右后车门整形修复(中)","RDDC320190000014461681","200.00","","2019/7/7 15:26:32"
"1749525","C2019530191070001976","53019107","长安福特嘉年华","0","1","后保险杠(全喷)","RDDC320190000014570713","284.05","","2019/7/24 17:12:23"
"1749526","C2019320102210007534","32010221","东风本田思域","0","41","右前大灯修复","RDDG320190000014488375","150.00","","2019/7/10 20:49:01"
"1749527","C2019220100510019158","22010051","启辰R50","1","31","四轮定位(含调整)","RDDG320190000014504607","300.00","","2019/7/29 9:23:45"
"1749528","C2019440114150009275","44039275","荣威RX5新能源","1","1","右前门(全喷)","RDDC320190000014461493","530.00","","2019/7/12 15:21:07"
"1749529","C2019440136050002064","44013605","一汽大众宝来","0","1","左前门(全喷)","RDDG320190000014401990","300.00","","2019/7/16 11:30:53"
"1749530","C2019340105250001832","34010525","一汽大众宝来","1","1","右后门(全喷)","RDFA320190000014435446","300.00","","2019/7/5 16:30:02"
"1750506","C2019410123050002364","41012305","北京现代伊兰特","0","1","右前门(全喷)","RDFA320190000014610942","270.00","","2019/7/28 16:14:17"
"1750507","C2019650101140005257","65010114","上海大众桑塔纳","0","1","右后门(全喷)","RDDG320190000014569451","250.00","","2019/7/24 15:12:59"
"1750508","C2019370200000001879","37020000","广州本田缤智","1","1","右前叶子板(全喷)","RDFA320190000014598595","500.00","","2019/7/25 15:36:29"
"1750509","C2019110110530010806","11011053","北京汽车E系列新能源","0","2","右后车门整形修复(大)","RDDC320190000014396314","200.00","","2019/7/2 11:27:29"
"1750510","C2019510107250000470","51010725","广汽丰田凯美瑞","0","3","前保险杠拆装(含附件)","RDFA320190000014412669","280.00","","2019/7/25 10:27:53"
"1750511","C2019530113050002395","53011305","长安欧诺","1","1","前保险杠(全喷)","RDDC320190000014410076","380.00","","2019/7/1 18:25:11"
"1750512","C2019510105210001638","51010521","北京现代悦纳","0","1","引擎盖(全喷)","RDFA320190000014425786","390.00","","2019/7/2 17:03:36"
"1750513","C2019360123270000464","36012327","哈弗H6","1","1","右前门(全喷)","RDEA320190000014242881","300.00","","2019/7/29 11:19:22"
"1750514","C2019370117050012441","37011705","上海通用别克GL8","0","2","引擎盖整形修复(大)","RDDC320190000014540286","240.00","","2019/7/19 17:30:46"
"1750515","C2019520103050006450","52010305","上海大众帕萨特","0","2","右后车门整形修复(中)","RDFA320190000014483805","200.00","","2019/7/10 14:11:28"
"1750516","C2019530111050006757","53011106","优劲","1","2","后门壳（左）","RDDG320190000014503577","100.00","","2019/7/12 14:04:17"
"1750517","C2019530130200000664","53013020","长城风骏","0","3","前保险杠拆装(含附件)","RDDC320190000014581485","144.00","","2019/7/25 17:03:16"
"1750518","C2019330137050002237","33013715","五菱宏光","0","5","水箱框架校正","RDDC320190000014540101","150.00","","2019/7/18 9:31:35"
"1750519","C2019370100000010862","37010000","长城风骏","0","1","后围板喷漆","RDDG320190000014532549","70.00","","2019/7/18 15:49:17"
"1750520","C2019319900310007229","31990031","广州本田雅阁","0","3","后保险杠拆装(含附件)","RDFA320190000014416293","100.00","","2019/7/1 11:20:15"
"1750521","C2019430100310014612","43010031","东风雪铁龙C4L","0","2","前保险杠修复(小)","RDFA320190000014554217","60.00","","2019/7/20 10:09:50"
"1750522","C2019340116020000473","34011606","帝豪EC","1","3","前保险杠拆装(含附件)","RDFA320190000014476042","90.00","","2019/7/19 17:55:39"
"1750523","C2019530122070005172","53012207","长安悦翔","0","1","引擎盖(全喷)","RDDG320190000014549891","364.50","","2019/7/23 10:22:02"
"1740970","C2019420100000000157","42010000","哈弗H1","0","3","前保险杠拆装(含附件)","RDFA320190000014584936","100.00","","2019/7/26 15:41:33"
"1745394","C2019310101110019963","31010111","奥龙","0","5","前保前面板拆装","RDDG320190000014404590","250.00","","2019/7/24 10:36:21"
"1745395","C2019530191130000748","53019113","北京奔驰E级","0","2","前保险杠修复(小)","RDDG320190000014442439","100.00","","2019/7/4 10:54:04"
"1745396","C2019420120030000354","42012003","东风日产骐达","0","1","左前叶子板(全喷)","RDFA320190000014637554","150.00","","2019/7/30 17:08:55"
"1745397","C2019430100610005107","43010311","众泰Z300/Z360","0","3","引擎盖拆装","RDFA320190000014272865","120.00","","2019/7/11 22:34:32"
"1745398","C2019110110530011975","11011053","长安铃木锋驭","1","3","前保险杠拆装(含附件)","RDDG320190000014552810","120.00","","2019/7/19 17:04:52"
"1745399","C2019370100000010539","37010000","上海通用别克GL8","1","1","前保险杠(全喷)","RDDG320190000014493117","288.00","","2019/7/14 1:00:43"
"1745400","C2019430103200000289","43010320","上海通用别克凯越","0","2","左后叶子板整形修复(中)","RDFA320190000014515832","150.00","","2019/7/17 9:04:19"
"1745401","C2019330111000005013","33011100","华晨宝马5系","1","3","冷凝器拆装","RDDG320190000014545389","280.00","","2019/7/25 17:05:16"
"1745402","C2019510100640006644","51010064","上海大众斯柯达明锐","0","3","水箱框架拆装","RDFA320190000014570208","152.00","","2019/7/23 18:38:02"
"1745403","C2019530100050000595","53010038","上海大众斯柯达明锐","1","3","前保险杠拆装(含附件)","RDDG320190000014459992","200.00","","2019/7/16 10:46:40"
"1745404","C2019530115080002286","53011508","比亚迪S6","0","1","前保险杠(全喷)","RDDC320190000014473119","321.30","","2019/7/9 18:12:56"
"1745405","C2019370113240000284","37011324","东风风行SX6","0","1","右侧围A柱喷漆","RDDC320190000014455839","60.00","","2019/7/9 19:07:39"
"1745406","C2019370117050011311","37011705","北京现代瑞纳","1","1","前保险杠(全喷)","RDDC320190000014412843","300.00","","2019/7/3 17:18:30"
"1745407","C2019330100280000411","33010028","上海通用别克凯越","0","1","左前叶子板(全喷)","RDDC320190000014521021","300.00","","2019/7/15 11:16:05"
"1745408","C2019370108260000204","37010973","五菱宏光","1","1","引擎盖(全喷)","RDDC320190000014414798","200.00","","2019/7/18 15:55:27"
"1745409","C2019530130060002702","53013006","哈弗H5","0","5","右后叶子板喷漆","RDFA320190000014572338","300.00","","2019/7/22 12:59:55"
"1745410","C2019460100000005037","46010000","东风日产轩逸","0","1","左后叶子板轮眉喷漆","RDDC320190000014513455","60.00","","2019/7/14 18:29:51"
"1745411","C2019330154840005779","33015484","一汽奥迪A4","1","3","右前侧悬挂拆装","RDDG320190000014244189","500.00","","2019/7/2 10:40:55"
"1745412","C2019330115000001689","33011500","纳智捷优6 SUV","0","3","后保险杠皮拆装","RDDG320190000014514832","100.00","","2019/7/16 14:58:28"
"1745413","C2019360104270000188","36010405","一汽丰田RAV4","1","3","前保险杠拆装(含附件)","RDFA320190000014595008","96.00","","2019/7/31 18:03:50"
"1745414","C2019430100310014547","43010031","海南马自达福美来","0","3","引擎盖拆装","RDFA320190000014548449","99.00","","2019/7/24 20:26:52"
"1745415","C2019330129300000650","33012930","五菱之光/五菱扬光","0","2","引擎盖整形修复(大)","RDDG320190000014526672","130.00","","2019/7/16 10:25:57"
"1745416","C2019630115040004698","63011504","上海大众斯柯达昕锐/昕动","0","3","前保险杠拆装(含附件)","RDFA320190000014577901","100.00","","2019/7/25 11:49:04"
"1745417","C2019110110530011308","11011053","哈弗H6","0","1","引擎盖(全喷)","RDFA320190000014472265","400.00","","2019/7/10 14:10:15"
"1745418","C2019370118730001997","37011873","长安金牛星","0","3","右前大灯拆装","RDFA320190000014606748","90.00","","2019/7/26 16:11:31"
"1745419","C2019350107050000895","35010730","江铃福特全顺新世代","0","1","右前门(全喷)","RDDG320190000014382482","340.00","","2019/7/10 18:48:13"
"1745420","C2019610100840020875","61010084","远景","1","2","左前车门整形修复(小)","RDFA320190000014639121","150.00","","2019/7/31 16:12:56"
"1745421","C2019370115040001930","37011504","上海大众帕萨特","1","3","冷凝器拆装","RDDC320190000014569707","0.00","","2019/7/23 16:12:09"
"1745422","C2019150103050008376","15010305","北汽绅宝智行","1","1","右前叶子板(全喷)","RDFA320190000014576373","450.00","","2019/7/24 15:19:59"
"1745423","C2019530111200001439","53011120","雅阁","0","1","后门壳（右）","RDDG320190000014539626","495.00","","2019/7/17 21:21:51"
"1745424","C2019610101220000560","61010121","远景","0","3","前保险杠缓冲器拆装","RDFA320190000014518340","5.00","","2019/7/19 18:01:42"
"1745425","C2019530111050006786","53011106","大迈X7","1","1","前叶子板（左）","RDDG320190000014509033","400.00","","2019/7/13 16:34:40"
"1745426","C2019330138380002470","33013838","五菱荣光新卡","0","1","前保险杠喷漆","RDDG320190000014359484","1300.00","","2019/7/25 17:33:19"
"1745427","C2019440153050001037","43010122","北京现代ix35","1","3","前保险杠拆装(含附件)","RDFA320190000014284527","155.00","","2019/7/1 16:43:30"
"1745428","C2019320111130004506","32011113","江淮瑞风S3","0","1","前保险杠(半喷)","RDDC320190000014562243","200.00","","2019/7/22 11:19:30"
"1745429","C2019230100420001768","23010042","东风日产轩逸","1","3","右前大灯拆装","RDDC320190000014449330","100.00","","2019/7/11 13:13:58"
"1745430","C2019440122050005707","44012205","广汽传祺GS4","1","3","右后尾灯拆装","RDDC320190000014468984","40.00","","2019/7/9 11:53:35"
"1745431","C2019410110050002674","41011005","东风本田思域","1","3","左前车门壳拆装","RDFA320190000014578959","180.00","","2019/7/25 11:08:34"
"1745432","C2019410117050003946","41011705","荣威350","0","2","左后叶子板整形修复(大)","RDFA320190000014599005","360.00","","2019/7/25 17:34:13"
"1745433","C2019330110130000951","33011013","华晨宝马5系","0","3","前保险杠拆装(含附件)","RDDG320190000014448068","100.00","","2019/7/25 22:00:01"
"1745434","C2019460100000004881","46010000","东风日产轩逸","1","1","后保险杠(全喷)","RDDC320190000014474093","450.00","","2019/7/9 16:59:24"
"1745435","C2019320102210008160","32010221","一汽马自达6","0","2","右前叶子板整形修复(大)","RDFA320190000014634570","200.00","","2019/7/31 14:47:53"
"1746413","C2019440119050006610","44011905","东风本田思域","1","1","左前叶子板(全喷)","RDDG320190000014449624","454.50","","2019/7/8 9:29:54"
"1746414","C2019530113400000543","53011340","长安欧诺","0","3","前桥拆装","RDDC320190000014249480","40.00","","2019/7/17 11:08:41"
"1746415","C2019620100820011325","62010082","长安铃木锋驭","1","1","右后门(全喷)","RDFA320190000014626858","550.00","","2019/7/31 16:23:38"
"1746416","C2019140190070000229","14010922","长安之星","0","3","右后尾灯拆装","RDFA320190000014453998","40.00","","2019/7/12 14:17:23"
"1746417","C2019530113560001261","53011356","宝马1系","1","1","右前叶子板(全喷)","RDDG320190000014388039","405.00","","2019/7/25 20:53:14"
"1746418","C2019440392750011859","44039275","东风日产骊威","0","1","备胎槽喷漆","RDDG320190000014262547","100.00","","2019/7/2 6:38:22"
"1746419","C2019430100610006727","43010031","一汽奥迪A4","1","2","前保险杠修复(大)","RDFA320190000014581609","350.00","","2019/7/26 16:12:10"
"1746420","C2019370102050009975","37010205","五菱荣光","1","3","前保险杠拆装(含附件)","RDDC320190000014497174","30.00","","2019/7/12 8:50:09"
"1746421","C2019320111130004534","32011113","东风风光580","1","3","左前下摆臂拆装","RDDG320190000014350254","150.00","","2019/7/23 13:40:18"
"1746422","C2019370118720000761","37011872","一汽大众宝来","0","3","右前叶子板拆装","RDDC320190000014420039","114.00","","2019/7/3 17:02:59"
"1746423","C2019420107110000364","42010703","广汽丰田雅力士","1","3","仪表台拆装","RDFA320190000014529674","150.00","","2019/7/21 12:45:08"
"1746424","C2019520101250005579","52010125","广汽丰田雷凌","0","3","左前大灯拆装","RDFA320190000014471413","40.00","","2019/7/10 14:18:27"
"1746425","C2019320109080006236","32010908","长安铃木奥拓","0","1","右前叶子板(全喷)","RDDC320190000014482347","220.00","","2019/7/12 10:02:51"
"1746426","C2019340100600010185","34010060","上海大众朗逸","1","1","右前门(全喷)","RDFA320190000014466223","350.00","","2019/7/8 14:42:31"
"1746427","C2019340100600009775","34010060","东风风光580","0","3","右前大灯拆装","RDFA320190000014284777","20.00","","2019/7/1 16:02:03"
"1746428","C2019620104210000481","62010408","比亚迪宋","0","2","左后车门整形修复(小)","RDFA320190000014574573","100.00","","2019/7/22 18:51:42"
"1746429","C2019420123050000074","42012304","上海大众途观","1","1","左前叶子板(全喷)","RDFA320190000014458415","150.00","","2019/7/25 16:35:53"
"1746430","C2019220100510017651","22010051","阿尔法罗米欧Giulia","1","3","左前叶子板拆装","RDDG320190000014446558","500.00","","2019/7/11 9:15:44"
"1746431","C2019610108050000778","61010805","长安跨越","1","2","前保险杠整形修复","RDDC320190000013992080","80.00","","2019/7/4 16:08:41"
"1746432","C2019410190090004139","41019009","郑州日产NV200","1","1","左后门(全喷)","RDDC320190000013854669","245.00","","2019/7/30 17:14:05"
"1746433","C2019120100050006565","12010005","天津一汽威乐","0","1","左前叶子板(全喷)","RDFA320190000014617953","240.00","","2019/7/28 12:18:18"
"1745455","C2019530131070003889","53013107","长安之星","1","2","引擎盖整形修复(大)","RDFA320190000014566259","100.00","","2019/7/24 18:02:31"
"1745456","C2019230112360010365","23011236","长城腾翼C30","1","1","左后叶子板(全喷)","RDDG320190000014408408","480.00","","2019/7/15 9:23:08"
"1749618","C2019330118000000376","33011800","北京现代名图","1","3","前保险杠拆装(含附件)","RDFA320190000014616653","100.00","","2019/7/31 14:28:28"
"1749619","C2019350200230005275","35020023","长安马自达昂克赛拉","1","2","前保险杠修复(小)","RDDG320190000014527961","100.00","","2019/7/17 10:41:17"
"1749620","C2019530122200001327","53012220","凯迪拉克SRX","0","1","后保险杠(半喷)","RDFA320190000014639201","364.00","","2019/7/30 22:49:23"
"1749621","C2019510180810000371","51010063","上海大众途观","0","2","左后车门整形修复(小)","RDFA320190000014608084","171.00","","2019/7/29 9:19:23"
"1749622","C2019330138040001461","33013804","上海大众帕萨特","0","2","右前纵梁整形修复(小)","RDDG320190000014502932","0.00","","2019/7/15 18:12:07"
"1749623","C2019320113040002499","32011304","上海大众桑塔纳","0","3","前保险杠拆装(含附件)","RDDC320190000014454910","100.00","","2019/7/12 17:04:19"
"1749624","C2019320107100005335","32010710","北京现代领动","1","3","行李箱盖拆装","RDDC320190000014431310","80.00","","2019/7/30 15:08:08"
"1749625","C2019440157050001368","44015705","长城腾翼C50","0","1","后保险杠(全喷)","RDDC320190000014429791","280.00","","2019/7/4 12:36:54"
"1749626","C2019620100820010822","62010082","路虎揽胜","1","1","左倒车镜喷漆","RDFA320190000014536219","400.00","","2019/7/23 13:06:20"
"1749627","C2019150102070003774","15010207","上海大众波罗","0","3","前保险杠拆装(含附件)","RDFA320190000014462616","50.00","","2019/7/9 15:16:30"
"1749628","C2019430114300000525","43011430","一汽大众捷达","0","1","右前叶子板(全喷)","RDFA320190000014430658","243.00","","2019/7/3 10:18:19"
"1749629","C2019210101050002231","21010105","骐达","0","3","前转向节（右）","RDDC320190000014357194","50.00","","2019/7/3 12:24:47"
"1749630","C2019210200340006439","21020034","广汽三菱劲炫","1","2","左中立柱/B柱整形修复(大)","RDDC320190000014251774","400.00","","2019/7/4 14:22:10"
"1749631","C2019450101150001995","45010115","雷诺科雷傲Koleos","1","3","左后尾灯拆装","RDDG320190000014411284","120.00","","2019/7/2 9:28:39"
"1749632","C2019420100250000382","42010028","广州本田雅阁","1","1","左前门(全喷)","RDDG320190000014543330","300.00","","2019/7/19 16:20:32"
"1749633","C2019310101110019409","31010111","速派","1","1","后围总成","RDDC320190000014390141","200.00","","2019/7/1 22:36:48"
"1749634","C2019210112290001665","21011229","哈弗M6","1","3","左前轮旋拆装","RDDG320190000014488416","100.00","","2019/7/17 16:54:40"
"1749635","C2019420100280006407","42010028","上海通用别克君越","0","1","左后门(全喷)","RDFA320190000014634937","300.00","","2019/7/30 15:56:06"
"1749636","C2019340100600010713","34010060","上海通用别克威朗","1","3","前保险杠拆装(含附件)","RDFA320190000014530009","120.00","","2019/7/19 18:29:31"
"1749637","C2019510108080003183","51010808","北汽威旺","0","2","右后车门整形修复(小)","RDDC320190000014538684","50.00","","2019/7/17 14:37:11"
"1749638","C2019530100370001778","53010037","长安铃木维特拉","1","3","前保险杠内杠拆装","RDDG320190000014514718","100.00","","2019/7/16 10:27:39"
"1749639","C2019330200630015314","33020063","哈弗H2","1","1","前保险杠(全喷)","RDFA320190000014536054","290.00","","2019/7/17 13:51:19"
"1749640","C2019370200510016261","37020051","北京现代领动","1","1","左后门(全喷)","RDDC320190000014611394","450.00","","2019/7/29 11:37:48"
"1749641","C2019310101110022117","31010111","龍軒風半挂车","1","3","事故整体拆装","RDDC320190000014400944","1000.00","","2019/7/28 10:09:24"
"1749642","C2019610180080003064","61010084","英伦金刚","0","1","左前门(全喷)","RDFA320190000014439873","216.00","","2019/7/4 11:12:00"
"1749643","C2019150102070001645","15010207","一汽大众速腾","1","1","右前门(全喷)","RDDG320190000013675548","420.00","","2019/7/4 10:43:36"
"1749644","C2019340109140002085","34010914","奇瑞旗云","0","3","后保险杠拆装(含附件)","RDFA320190000014622531","50.00","","2019/7/29 15:58:46"
"1749645","C2019450101800000111","45010115","上海大众波罗","1","3","左前叶子板拆装","RDDG320190000014181254","120.00","","2019/7/1 11:21:15"
"1749646","C2019110110530012574","11011053","上海大众桑塔纳","1","1","左前门(全喷)","RDFA320190000014610513","600.00","","2019/7/30 10:28:54"
"1749647","C2019440115050007034","44011505","长安标致雪铁龙DS6","1","2","左前车门整形修复(中)","RDDG320190000014287365","180.00","","2019/7/23 11:35:54"
"1749648","C2019520101290001556","52010129","奇瑞旗云","0","1","右前叶子板(全喷)","RDFA320190000014501322","230.00","","2019/7/19 16:11:36"
"1749649","C2019140114140002665","14011414","东风本田思威","1","5","行李箱盖饰板拆装","RDFA320190000014452839","100.00","","2019/7/11 9:02:10"
"1749650","C2019620115040000287","62011504","北京现代雅绅特","0","1","左倒车镜喷漆","RDEA320190000014524907","60.00","","2019/7/22 15:34:15"
"1749651","C2019150115100001329","15011510","东风日产天籁","0","3","前保险杠拆装(含附件)","RDFA320190000014555289","50.00","","2019/7/22 18:22:33"
"1749652","C2019420114040000363","42011404","五菱宏光","0","2","右前纵梁整形修复(小)","RDFA320190000014527991","50.00","","2019/7/16 11:27:15"
"1749653","C2019440134050006105","44013405","一汽丰田花冠/卡罗拉","0","1","右前叶子板(全喷)","RDDG320190000014541378","300.00","","2019/7/17 17:07:16"
"1749654","C2019140109220007308","14010922","五菱之光/五菱扬光","0","2","右后叶子板整形修复(小)","RDFA320190000014626024","100.00","","2019/7/29 15:00:04"
"1749655","C2019430100000000581","43010000","上海大众波罗","1","5","油漆差价","RDFA320190000014547440","230.00","","2019/7/24 16:43:19"
"1749656","C2019430100310014143","43010031","上海通用别克英朗","1","3","左后车门壳拆装","RDFA320190000014509169","120.00","","2019/7/19 11:08:41"
"1749657","C2019520101250004660","52010125","宝骏730","0","5","焊接散热器框架","RDFA320190000014243452","200.00","","2019/7/4 10:48:05"
"1749658","C2019640101300006730","64010130","北京现代伊兰特","0","1","前保险杠(全喷)","RDFA320190000014513614","280.00","","2019/7/15 9:17:09"
"1749659","C2019420115040001005","42011504","哈弗M4/红标哈弗H1","1","3","前保险杠拆装(含附件)","RDFA320190000014613749","160.00","","2019/7/27 19:50:18"
"1750636","C2019420118250000401","43010512","奥迪A8","0","3","前保险杠拆装(含附件)","RDFA320190000014489892","120.00","","2019/7/16 15:23:32"
"1750637","C2019620108300001480","62010805","哈弗H6","1","2","引擎盖整形修复(中)","RDFA320190000014488909","150.00","","2019/7/16 16:36:28"
"1750638","C2019220100510018346","22010051","一汽大众宝来","1","1","前保险杠(全喷)","RDDC320190000014516687","400.00","","2019/7/15 17:19:55"
"1750639","C2019120100050005896","12010005","帝豪EV","1","1","后保险杠(全喷)","RDDC320190000014474104","600.00","","2019/7/10 10:37:53"
"1750640","C2019220115200000116","22011520","郑州宇通公路客运","0","1","左侧侧围喷漆(大)","RDDG320190000014512122","280.00","","2019/7/15 10:27:54"
"1750641","C2019330110060006313","33011006","东风悦达起亚K2","0","1","右前门(全喷)","RDDC320190000014471662","255.00","","2019/7/10 17:40:21"
"1750642","C2019360102050000640","36010205","一汽奥迪A6","0","2","左前叶子板整形修复(中)","RDFA320190000014482314","120.00","","2019/7/11 16:04:42"
"1750643","C2019350100430007376","35010043","长安福特蒙迪欧/致胜","1","2","左前车门整形修复(小)","RDDG320190000014503985","100.00","","2019/7/12 17:37:41"
"1750644","C2019440115500003288","44011550","广州本田飞度","0","1","右前门(全喷)","RDFA320190000014582430","270.00","","2019/7/24 16:16:13"
